brand,productName,category,usedFor,ingredientsUrl,price,description,instructions,fullIngredientList,img,size,ingredientList
The Ordinary,Marine Hyaluronics,Serum,Hydration,https://theordinary.deciem.com/product/rdn-marine-hyaluronics-30ml?redir=1,6.8,A serum that brings together lightweight marine-derived water reservoirs that attract and hold water like hyaluronic acid.,Apply a few drops to face AM and PM before creams.,"Aqua (Water), Glycerin, Algae Extract, Pseudoalteromonas Exopolysaccharides, Pseudoalteromonas Ferment Extract, Ahnfeltia Concinna Extract, Arginine, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Aspartic Acid, PCA, Sodium PCA, Sodium Lactate, Salicylic Acid, Citric Acid, Propanediol, Dimethyl Isosorbide, Ethoxydiglycol, Polysorbate 20, Potassium Sorbate, Sodium Salicylate, Sodium Benzoate, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol",https://www.sephora.com/productimages/product/p455899-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Natural Moisturizing Factors + HA,Moisturizer,Hydration,https://theordinary.deciem.com/product/rdn-natural-moisturizing-factors-ha-30ml?redir=1,5.8,"A hydrating formula with amino acids, dermal lipids, and hyaluronic acid.",Apply after serums as needed for effective surface hydration.,"Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium PCA, PCA, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-natural-moisturizing-factors-ha-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Alpha Arbutin 2% + HA,Serum,"Anti-Aging, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-alpha-arbutin-2pct-ha-30ml?redir=1,8.9,Alpha Arbutin reduces the looks of spots and hyperpigmentation. It's used at a high two percent concentration versus a standard concentration of one percent and supported with a form of hyaluronic acid for enhanced delivery.,Apply a few drops to the entire face in the AM and PM as part of your skincare regimen.,"Water, Alpha-Arbutin, Polyacrylate Crosspolymer-6, Hydrolyzed Sodium Hyaluronate, Propanediol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Lactic Acid, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin.",https://www.sephora.com/productimages/product/p427412-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Caffeine Solution 5% + EGCG,Serum,"Anti-Aging, Brightening, Dark Circles",https://theordinary.deciem.com/product/rdn-caffeine-solution-5pct-egcg-30ml?redir=1,6.7,Reduces Appearance of Eye Contour Pigmentation and of Puffiness,"Massage a small amount onto the eye contour AM and PM. If irritation occurs,","Aqua (Water), Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidized Glutathione, Melanin, Glycine Soja (Soybean) Seed Extract, Urea, Pentylene Glycol, Hydroxyethylcellulose, Polyacrylate Crosspolymer-6, Xanthan gum, Lactic Acid, Dehydroacetic Acid, Trisodium Ethylenediamine Disuccinate, Propyl Gallate, Dimethyl Isosorbide, Benzyl Alcohol, 1,2-Hexanediol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol",https://theordinary.deciem.com/images/products/rdn-caffeine-solution-5pct-egcg-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,"Oiliness, Scarring",https://theordinary.deciem.com/product/rdn-niacinamide-10pct-zinc-1pct-30ml?redir=1,5.9,Niacinamide (Vitamin B3) is indicated to reduce the appearance of skin blemishes and congestion,Apply to entire face morning and evening before heavier creams.,"Aqua (Water), Niacinamide, Pentylene Glycol, Zinc PCA, Dimethyl Isosorbide, Tamarindus Indica Seed Gum, Xanthan gum, Isoceteth-20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-niacinamide-10pct-zinc-1pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,“Buffet”,Serum,"Anti-Aging, Brightening, Hydration, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-buffet-30ml?redir=1,14.8,"A multi-peptide serum with syn-ake, matrixyl synthe-6, matrixyl 3000, argirelox, hyaluronic acid, amino acids and bio-derivatives to target multiple signs of aging.",Apply a few drops to entire face in the AM and PM after cleaning.,"Water, Glycerin, Lactococcus Ferment Lysate, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-buffet-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,“Buffet” + Copper Peptides 1%,Serum,"Anti-Aging, Hydration",https://theordinary.deciem.com/product/rdn-buffet-copper-peptides-1pct-30ml?redir=1,28.9,A multi-technology peptide serum that targets various visible signs of aging.,Apply to the entire face in the AM and PM after cleaning.,"Water, Glycerin, Lactococcus Ferment Lysate, Copper Tripeptide-1, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, Dimethyl Isosorbide, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin",https://www.sephora.com/productimages/product/p442752-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Argireline Solution 10%,Serum,Anti-Aging,https://theordinary.deciem.com/product/rdn-argireline-solution-10pct-30ml?redir=1,7.9,A serum that target visible signs of aging.,Apply a few drops on the forehead and around the eyes twice daily before heavier treatments.,"Aqua (Water), Propanediol, Acetyl Hexapeptide-8, Trisodium Ethylenediamine Disuccinate, Gellan Gum, Sodium Chloride, Isoceteth-20, Dimethyl Isosorbide, Potassium Sorbate, Phenoxyethanol, Chlorphenesin",https://www.sephora.com/productimages/product/p442753-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Matrixyl 10% + HA,Serum,Anti-Aging,https://theordinary.deciem.com/product/rdn-matrixyl-10pct-ha-30ml?redir=1,11.5,Matrixyl is a highly-effective peptide composition that has been shown to reduce the look of dynamic wrinkles.,Apply a few drops to face AM and PM.,"Aqua (Water), Glycerin, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Polyacrylate Crosspolymer-6, Trisodium Ethylenediamine Disuccinate, Carbomer, Polysorbate 20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin",https://www.sephora.com/productimages/product/p427405-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Granactive Retinoid 2% Emulsion,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-advanced-retinoid-2pct-30ml?redir=1,9.8,This product uses next-generation retinoid active technologies which have been shown to achieve better reduction in signs of aging than retinol without irritation.,"Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments. Do not use with other retinoid treatments.","Aqua (Water), Glycerin, Caprylic/Capric Triglyceride, Ethyl Linoleate, Propanediol, Dimethyl Isosorbide, Cetearyl Isononanoate, Bisabolol, Hydroxypinacolone Retinoate, Retinol, Tasmannia Lanceolata Fruit/Leaf Extract, Inulin Lauryl Carbamate, Glyceryl Stearate, Ceteareth-12, Ceteareth-20, Cetearyl Alcohol, Carrageenan, Xanthan Gum, Acacia Senegal Gum, Cetyl Palmitate, Sucrose Laurate, Polysorbate 20, Isoceteth-20, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone, Behentrimonium Chloride, Trisodium Ethylenediamine Disuccinate, Disodium EDTA, Dehydroacetic Acid, Benzoic Acid, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-advanced-retinoid-2pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Granactive Retinoid 2% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-granactive-retinoid-2pct-in-squalane-30ml?redir=1,9.6,This water-free solution contains a 2% concentration of an advanced retinoid active complex called Granactive Retinoid that has been shown to offer better results against multiple signs of aging than retinol without any of the irritation and drawbacks common with retinol.,"Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, C12-15 Alkyl Benzoate, Bisabolol, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Simmondsia Chinensis (Jojoba) Seed Oil, Hydroxypinacolone Retinoate, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone",https://theordinary.deciem.com/images/products/rdn-granactive-retinoid-2pct-in-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Granactive Retinoid 5% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-granactive-retinoid-5pct-in-squalane-30ml?redir=1,13.9,This water-free solution contains a 5% concentration of an advanced retinoid active complex called Granactive Retinoid that has been shown to offer better results against multiple signs of aging than retinol without any of the irritation and drawbacks common with retinol.,"Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, C12-15 Alkyl Benzoate, Bisabolol, Dimethyl Isosorbide, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Hydroxypinacolone Retinoate, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone",https://theordinary.deciem.com/images/products/rdn-granactive-retinoid-5pct-in-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Retinol 0.2% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-retinol-02pct-in-squalane-30ml?redir=1,5.3,"This water-free solution contains 0.2% pure Retinol, an ingredient that can reduce the appearances of fine lines, of photo damage and of general skin aging.","Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Retinol, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone, BHT",https://www.sephora.com/productimages/product/p457045-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Retinol 0.5% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-retinol-05pct-in-squalane-30ml?redir=1,5.8,"This water-free solution contains 0.5% pure Retinol, an ingredient that can reduce the appearances of fine lines, of photo damage and of general skin aging.","Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Retinol, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone, BHT",https://theordinary.deciem.com/images/products/rdn-retinol-05pct-in-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Retinol 1% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-retinol-1pct-in-squalane-30ml?redir=1,6.7,"This water-free solution contains 1% pure Retinol, an ingredient that can reduce the appearances of fine lines, of photo damage and of general skin aging.","Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Retinol, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone, BHT",https://theordinary.deciem.com/images/products/rdn-retinol-1pct-in-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Mineral UV Filters SPF 15 with Antioxidants,Suncare,"Anti-Aging, Hydration, Redness",https://theordinary.deciem.com/product/rdn-mineral-uv-filters-spf-15-with-antioxidants-50ml?redir=1,8.9,Broad Spectrum SPF 15 UVA/UVB Protection,"Shake well before use. Apply to face liberally and evenly 15 to 20 minutes before UV exposure. To maintain protection during continued UV exposure, reapply every 2 hours or after material water exposure, towel-drying, swimming, or extensive perspiration.","Aqua (Water), Cyclopentasiloxane, Zinc Oxide, Titanium Dioxide, Glycerin, PEG-10 Dimethicone, Helianthus Annuus Seed Oil, PEG-9 Polydimethylsiloxyethyl Dimethicone, Caprylic/Capric Triglyceride, Hexyl Laurate, Dimethicone/PEG-10/15 Crosspolymer, Polyglyceryl-4 Isostearate, Astaxanthin, Disodium Uridine Phosphate, Ethyl Ferulate, Rosmarinus Officinalis Leaf Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Haematococcus Pluvialis Extract, Picea Mariana Bark Extract, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Sodium PCA, PCA, Sodium Lactate, Glucose, Maltose, Fructose, Trehalose, Urea, Allantoin, Sodium Hyaluronate, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Isochrysis Galbana Extract, Lysolecithin, Lecithin, Triolein, Pentylene Glycol, Dipropylene Glycol, Polyglyceryl-10 Oleate, Polyglyceryl-5 Trioleate, Polyglyceryl-10 Stearate, Tocopherol, Alumina, Citric Acid, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-mineral-uv-filters-spf-15-with-antioxidants-50ml.png?ver=17,50 mL / 1.7 fl oz,
The Ordinary,Mineral UV Filters SPF 30 with Antioxidants,Suncare,"Anti-Aging, Hydration, Redness",https://theordinary.deciem.com/product/rdn-mineral-uv-filters-spf-30-with-antioxidants-50ml?redir=1,9.7,Broad Spectrum SPF 30 UVA/UVB Protection,"Shake well before use. Apply to face liberally and evenly 15 to 20 minutes before UV exposure. To maintain protection during continued UV exposure, reapply every 2 hours or after material water exposure, towel-drying, swimming, or extensive perspiration.","Aqua (Water), Cyclopentasiloxane, Zinc Oxide, Titanium Dioxide, PEG-10 Dimethicone, Glycerin, Helianthus Annuus Seed Oil, PEG-9 Polydimethylsiloxyethyl Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Caprylic/Capric Triglyceride, Dimethicone/PEG-10/15 Crosspolymer, Astaxanthin, Disodium Uridine Phosphate, Ethyl Ferulate, Rosmarinus Officinalis Leaf Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Haematococcus Pluvialis Extract, Picea Mariana Bark Extract, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Sodium PCA, PCA, Sodium Lactate, Glucose, Maltose, Fructose, Trehalose, Urea, Allantoin, Sodium Hyaluronate, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Isochrysis Galbana Extract, Lysolecithin, Lecithin, Triolein, Pentylene Glycol, Dipropylene Glycol, Polyglyceryl-10 Oleate, Polyglyceryl-5 Trioleate, Polyglyceryl-10 Stearate, Tocopherol, Alumina, Citric Acid, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-mineral-uv-filters-spf-30-with-antioxidants-50ml.png?ver=17,50 mL / 1.7 fl oz,
The Ordinary,100% L-Ascorbic Acid Powder,Acid,"Anti-Aging, Brightening, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-100pct-l-ascorbic-acid-powder-20g?redir=1,5.8,"The format of this formula is a very fine, anhydrous, L-Ascorbic Acid powder and, as such, provides the most direct exposure of extremely high concentrations of Vitamin C topically.",Mix a small amount with other treatments in the palm of your hand and apply to face in the AM or the PM.,Ascorbic Acid,https://theordinary.deciem.com/images/social/2018-03-03-rdn-100pct-l-ascorbic-acid-powder-20g.jpg?ver=1,20 g,
The Ordinary,Ascorbic Acid 8% + Alpha Arbutin 2%,Serum,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-ascorbic-acid-8pct-alpha-arbutin-2pct-30ml?redir=1,10,"This formula combines two of the most powerful brightening agents in skincare: pure Vitamin C and Alpha Arbutin, both solubilized in a completely water-free formula for ideal stability.",Apply a few drops to face in the AM and PM as part of your skincare regimen.,"Propanediol, Ascorbic Acid, Alpha-Arbutin",https://theordinary.deciem.com/images/products/rdn-ascorbic-acid-8pct-alpha-arbutin-2pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Ascorbyl Glucoside Solution 12%,Serum,"Anti-Aging, Brightening, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-ascorbyl-glucoside-solution-12pct-30ml?redir=1,12.9,A Brightening Serum with Stabilized Vitamin C Derivative,Apply a few drops to face AM and PM.,"Aqua (Water), Ascorbyl Glucoside, Propanediol, Aminomethyl Propanol, Triethanolamine, Isoceteth-20, Xanthan gum, Dimethyl Isosorbide, Ethoxydiglycol, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl Glycol",https://www.sephora.com/productimages/product/p442756-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F,Serum,"Anti-Aging, Brightening, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-ascorbyl-tetraisopalmitate-solution-20pct-in-vitamin-f-30ml?redir=1,17.8,A high-strength oil solution with vitamin C derivative and essential fatty acids.,Apply a few drops to the entire face in the AM and/or PM.,"Coconut Alkanes, Tetrahexyldecyl Ascorbate, Ethyl Linoleate, Coco-Caprylate/Caprate, Simmondsia Chinensis (Jojoba) Seed Oil, Solanum Lycopersicum (Tomato) Fruit Extract, Squalane.",https://www.sephora.com/productimages/product/p427404-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Ethylated Ascorbic Acid 15% Solution,Acid,"Anti-Aging, Brightening, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-ethylated-ascorbic-acid-15pct-solution-30ml?redir=1,18,"An exceptionally-stable solution of 15% Ethylated Ascorbic Acid, this water-free formula offers a direct-acting approach to achieving a radiant, healthy-looking skin tone.",Apply a few drops to face AM and PM.,"Propanediol, Ethyl Ascorbic Acid",https://www.sephora.com/productimages/product/p455897-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Magnesium Ascorbyl Phosphate 10%,Moisturizer,"Anti-Aging, Brightening, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-magnesium-ascorbyl-phosphate-10pct-30ml?redir=1,9.6,A brightening hydrator with a stabilized vitamin C derivative.,"Apply a small amount of this cream formula to face AM and PM, after application of water-based serums.","Aqua (Water), Coco Caprylate/caprate, Magnesium Ascorbyl Phosphate, Isodecyl Neopentanoate, Plukenetia Volubilis Seed Oil, Coconut Alkanes, Disteardimonium Hectorite, Polyglyceryl-3 Diisostearate, Polyglycerol-3 Polyricinoleate, Glycerin, Hexamethyldisiloxane, Terminalia Ferdinandiana Fruit Extract, Tocopherol, Sodium Chloride, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-magnesium-ascorbyl-phosphate-10pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,"Vitamin C Suspension 23%
+ HA Spheres 2%",Serum,"Anti-Aging, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-vitamin-c-suspension-23pct-ha-spheres-2pct-30ml?redir=1,5.8,A water- and silicone-free stable suspension of 23 percent pure l-ascorbic acid.,Apply a small amount to face in the AM or the PM (PM preferred). A,"Ascorbic Acid, Squalane, Isodecyl Neopentanoate, Isononyl Isononanoate, Coconut Alkanes, Ethylene/Propylene/Styrene Copolymer, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Sodium Hyaluronate, Glucomannan, Coco-Caprylate/Caprate, Butylene/Ethylene/Styrene Copolymer, Acrylates/Ethylhexyl Acrylate Crosspolymer, Trihydroxystearin, BHT",https://theordinary.deciem.com/images/products/rdn-vitamin-c-suspension-23pct-ha-spheres-2pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Vitamin C Suspension 30% in Silicone,Serum,"Anti-Aging, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-vitamin-c-suspension-30pct-in-silicone-30ml?redir=1,6.8,"A water-free, stable suspension of 30 percent pure l-ascorbic acid in light silicones.",Apply a small amount to face in the AM or the PM (PM preferred).,"Dimethicone, Ascorbic Acid, Polysilicone-11, PEG-10 Dimethicone",https://theordinary.deciem.com/images/products/rdn-vitamin-c-suspension-30pct-in-silicone-30ml.png?ver=17,30 mL / 1 fl oz,